"WEBjve href","NBa7we src","d4r55","RfnDt","RfnDt 2","rsqaWe","DU9Pgb","wiI7pd","w8nwRe","dSlJg src","Hzvxle","pkWtMe","dSlJg src 2","znYl0","znYl0 2"
"https://www.google.com/maps/contrib/112198828337950211553/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnN1uoNZO2l4F51F059TWbZfmuSaoZ0JwfdajP_jQ=w36-h36-p-c0x00000000-rp-mo-br100","joão claudio Visconte","Local Guide","13 reseñas","Hace un año","Nueva","(Traducción de Google) Lamentablemente no tuve una buena experiencia, las puntas de los bolígrafos no llegaron, me dijeron que enviarían. Sin embargo, prefirieron ofrecer la cancelación sin importar el estado del cliente. Hay un desprecio…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/111167954625597458621/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCml8n98LkyfkzKRNsRARv2Cj6vBmEw8sagWNAetQw=w36-h36-p-c0x00000000-rp-mo-ba2-br100","Flavo Barth","Local Guide","· 15 reseñas","Hace un año","Nueva","(Traducción de Google) Enviaron el producto equivocado: compré una cosa y otra. Cuando traté de contactarlo para resolver el problema, fui bombardeado con respuestas automáticas. El humano (si era un ser humano real, no un bot con nombre)…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/107760961755614382060/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkFiDqkU0DSGIDjqQ1VYqs47hNcMmqNqKGBGan2zg=w36-h36-p-c0x00000000-rp-mo-ba2-br100","Dininha Utilidades","Local Guide","· 25 reseñas","Hace un año","Nueva","(Traducción de Google) Me uní al paquete en diciembre, cuando llegó el momento de venderlo fue una belleza.
Luego...…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/109029544805691870643/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkk7Oynyj-19EOHlxQDHExbKVQtemelOR-Ighn9Fw=w36-h36-p-c0x00000000-rp-mo-ba2-br100","CATRACA PLAY","Local Guide","· 29 reseñas","Hace 11 meses","Nueva","(Traducción de Google) Buen precio, pero cuando me entero donde fue entregado y abro mi paquete, doy mi opinión sobre el producto y no, no informan donde y con quien fue entregado el paquete. Olist hace la logística de entrega y quien…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/108629020860121507356/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6AEjVaNjwScl6wUe4XBC1_teASWYtJEZPToPtf=w36-h36-p-c0x00000000-rp-mo-br100","Tercio Felipe Alves Filho","Local Guide","5 reseñas","Hace 9 meses","Nueva","(Traducción de Google) Compré sillas giratorias. Con menos de un mes de uso la tela se está rasgando y el cromo ya está todo oxidado. ¡Mala calidad!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/109346208714244576621/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5QrEK8LBAYEoWKARnUq912B0PAXsQvsaKM0Q0G=w36-h36-p-c0x00000000-rp-mo-br100","Nathalia Araujo","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) Hice una compra y el producto salió mal. Incluso recibí el servicio, pero la pérdida monetaria causada por la empresa estaba sobre mí. ¡Fue ese precio barato el que salió mucho más caro! ¡¡No vale la pena!!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/105594171953822217137/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnmAoAbvrKzATuLp_ZpbFC-E2U18FP7vaahvHtcfWM=w36-h36-p-c0x00000000-rp-mo-br100","Patrick Klunk","Local Guide","7 reseñas","Hace 9 meses","Nueva","(Traducción de Google) Empresa sin respeto por el consumidor. Hice una compra a través del sitio web de Americanas, donde Olist vendió y entregó el producto.
Después de pasar el plazo de entrega y sin ninguna satisfacción, simplemente…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/103272511914431869672/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmukB5DYCmQpTGV-xEode9u9reHrjMchRacuT5sp8I=w36-h36-p-c0x00000000-rp-mo-ba4-br100","Eduardo Lima","Local Guide","· 138 reseñas","Hace 6 meses","Nueva","(Traducción de Google) Basura de la empresa. Por segunda vez me vendieron producto con fecha de caducidad.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/102100732548549595873/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp4rOi2I-m-5jjz0805eh-AGJKrgXaX-GR-zmomS=w36-h36-p-c0x00000000-rp-mo-br100","Marcos silvestre da silva Marquinho","Local Guide","1 reseña","Hace 9 meses","Nueva","(Traducción de Google) El dispositivo vino con un problema pero lo guardé de todos modos ya que tardó en llegar si lo devolvía tal vez ni siquiera vendría más…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/104095589105511869816/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmhYmloiWYo8_-sf-1spiMnnYr8HH-hqgJCsvwGaYg=w36-h36-p-c0x00000000-rp-mo-br100","Fernanda Carvalho","Local Guide","3 reseñas","Hace 9 meses","Nueva","(Traducción de Google) ¡Incluso llegó antes de la fecha límite, pero en la entrega tiraron mis pedidos por la pared y mi vecino lo tomó y me lo guardó! Esto no debería suceder.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/117865964211202158395/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmR_tXr29DNFhVp36yNnHuAm_14nwP27COlupG1KQ=w36-h36-p-c0x00000000-rp-mo-br100","Guilherme Abilhôa","Local Guide","1 reseña","Hace 10 meses","Nueva","(Traducción de Google) Cancelaron mi pedido sin avisarme, ya que lo necesitaba para un evento. Si no me hubiera puesto en contacto, ng me lo habría hecho saber. En otras palabras, cero preocupación por el cliente.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/118163996586905826377/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6xSy3T57THR2uSHsj8Pu7m9O8FmpV0wuEMeWfo=w36-h36-p-c0x00000000-rp-mo-ba2-br100","Grazielle Garcia","Local Guide","· 16 reseñas","Hace un año","Nueva","(Traducción de Google) ¡Simplemente no doy una nota negativa porque no la tiene! Terrible tienda, no entrega lo que vende!! ¡Compré un DBR Hik-vision a través del sitio web Americanas.com y miré las fotos de lo que recibí! La peor tienda en…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","12","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/104820921122226889262/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnMdAJrOIMwKIfZssMPpzIptqcSIndEPlI_CFTC=w36-h36-p-c0x00000000-rp-mo-br100","Evandro","Local Guide","6 reseñas","Hace un año","Nueva","(Traducción de Google) Comento como vendedor, aplicaron precios aleatorios a mis productos, promociones y descuentos sin mi consentimiento, aun así tuve que cumplir con el compromiso de venta, aún con pérdidas.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/117617217519978496191/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCk0ajk2iPphYD9QZOklwEBjo9Yek79WGjqNvootdpQ=w36-h36-p-c0x00000000-rp-mo-br100","Vívian Fernandes","Local Guide","4 reseñas","Hace un año","Nueva","(Traducción de Google) Honestamente, no sé cómo una empresa de este tamaño se encuentra en el mercado laboral y en redes como Madeira Madeira y Mercado Livre.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","10","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/114102302082615109286/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp7lR4b8R7Fv7XBHP17qditBPUMi4LH0H2rFzAJi=w36-h36-p-c0x00000000-rp-mo-br100","Gabriel Queiroz","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) Lo compre por mercado libre, no me llegaba el producto a tiempo y su pésimo servicio post-venta me paralizaba y alargaba el plazo de entrega poniendo excusas sin sentido. Mi suerte fue que mercado libre retuvo el…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/118221476619089343972/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCn63ZZ4Yu-i2WDESEUKXlG2fEmyCMwXbFBAi9REoW8=w36-h36-p-c0x00000000-rp-mo-ba3-br100","Thiago Marcato","Local Guide","· 34 reseñas","Hace 6 meses","Nueva","(Traducción de Google) Mala compañía. Todos los pedidos que hice, en diferentes tiendas, que el proveedor era Olist salían mal.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/104054457218466595669/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6_6uCr3LinaR0_jlrd84En_7ssGKV_4-CBNyUz=w36-h36-p-c0x00000000-rp-mo-br100","Guilherme Hudzinski","Local Guide","1 reseña","Hace 8 meses","Nueva","(Traducción de Google) Mi pedido está en una ciudad lejana esperando a que lo recojan y de momento ni siquiera me han contestado para darme alguna explicación de cómo vamos a solucionar el problema.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/116456259094219473253/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6XtoJyrYZ-TdBEzrJA8SqZijPYY3vSniM4bRC4=w36-h36-p-c0x00000000-rp-mo-br100","He Ferrosanto","Local Guide","1 reseña","Hace 3 meses","Nueva","(Traducción de Google) Caja abierta y producto equivocado. huir loco

(Original)…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/113854225283469015689/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkQaOkPfeeTOgWxrc3Cf5Q3UHN6DjmLJs9Am84mnWs=w36-h36-p-c0x00000000-rp-mo-br100","Cris Lebran","Local Guide","1 reseña","Hace un año","Nueva","(Traducción de Google) No me gustó, después del proceso de pago la empresa no se comunica con el comprador y el número de contacto o llamada. Debería tener un servicio postventa más atento. Mi pedido no ha llegado hasta ahora y dijeron que…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103557376185231902289/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnPHqDyDEbXWCqHA-NXmyY8ooJfUQsB4LdZxv_n7g=w36-h36-p-c0x00000000-rp-mo-ba4-br100","Andre Nakagome","Local Guide","· 108 reseñas","Hace un año","Nueva","(Traducción de Google) Compré un router wi-fi 6 en Olist de Ammericanas.com y no he recibido el producto hasta ahora. No informan nuevo plazo. Cuando me quejo, la respuesta viene ""super hermosa""... ""perdón por las molestias, espero poder…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/104565763129664823662/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp64Dk16D1u8hy9anINBMfHUeerdrJivsWhPkrsa=w36-h36-p-c0x00000000-rp-mo-br100","lucimar saccoman","Local Guide","3 reseñas","Hace un año","Nueva","(Traducción de Google) Malas experiencias. Lo compré a través de Madeiramadeira. El producto es completamente diferente a lo anunciado. Puro engaño. Color, calidad, terminación, nada de eso en el anuncio. Ahh para volver un proceso…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/108269709411349516619/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCknqCiwagrod3NmsdyCy8YSeF_N978hvqATbEvqoQ=w36-h36-p-c0x00000000-rp-mo-br100","Verônica ve040282","Local Guide","2 reseñas","Hace 8 meses","Nueva","(Traducción de Google) Horrible experiencia, compre un televisor que tardo una semana en llegar y cuando llego llego roto hasta ahora no se ha solucionado y el detalle lo entregaron en moto…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/107597308428117191828/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp4GGGah6334GWBiC1-F-1BKA7PXkPCbkJ8yeIJR=w36-h36-p-c0x00000000-rp-mo-br100","islaine samara","Local Guide","1 reseña","Hace un año","Nueva","(Traducción de Google) Compré un juego de bolsas de maternidad, solo llegó un montón de papel dentro de la caja, llevo 5 días tratando de obtener una respuesta de la empresa, solo las envían que están revisando. pero nunca responden.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/118246660675841500311/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WClueC71uF_y4tfRsho1ahz4F76u04Rd3YSyAk33=w36-h36-p-c0x00000000-rp-mo-br100","Halverson Cardoso","Local Guide","8 reseñas","Hace 11 meses","Nueva","(Traducción de Google) No soy suscriptor, no uso los servicios, me están cobrando una factura con aviso de que venció el 28/01/2022 por el valor de R$ 450,00. Ni siquiera he hecho un anuncio, trato de contactarlos por correos que no…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/116301716093649895395/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5VjkBWLibVL1RubOFphHTlLzQxOTFScrnRPiQj=w36-h36-p-c0x00000000-rp-mo-br100","Angela Barros","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) Más que pésima tienda, la compré para darle un regalo de Navidad a mi sobrino, luego cancelaron de la nada y hasta el día de hoy todavía no han depositado el dinero, horrible, lo compré para los estadounidenses,…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/109278190302360435661/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5dQyxs-kmwv8Q7xapi5AMT3Y-yUGVOw42bCi0N=w36-h36-p-c0x00000000-rp-mo-br100","Geiza Souza Silva","Local Guide","1 reseña","Hace 7 meses","Nueva","(Traducción de Google) compre un producto que venia defectuoso y la empresa simplemente no responde a mi msn...…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/101600448661422821862/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp44kebISn8YBUnIsJBxEczYwcJ1Q7DUyvaVUGcW=w36-h36-p-c0x00000000-rp-mo-br100","Debora Almeida Pinto","Local Guide","7 reseñas","Hace un año","Nueva","(Traducción de Google) Hice una compra en el sitio web de Da Americanas.
Compré dos paquetes de comida.
Me dieron solo uno.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/107753823695176253563/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5rhJMmCqbudcpF4QIhAK-Sluip2aNYVpex9wbm=w36-h36-p-c0x00000000-rp-mo-br100","Mayara Rodrigues","Local Guide","1 reseña","Hace un año","Nueva","(Traducción de Google) Fue terrible, pedí un producto que tuviera dos unidades, solo llegó una. En el primer contacto dijeron que enviarían el otro, luego dejé que mi hijo abriera el que llegó, luego me enviaron un mensaje pidiéndome que…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/110591449208072047831/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6t_dfSryqqpOQPSfQlVm59C9yFiodtx-fO5BWc=w36-h36-p-c0x00000000-rp-mo-br100","Carolina Oliveira","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) La peor compra que he hecho en mi vida... hasta me devuelven los mensajes pero no solucionan el problema. Como si fueran mensajes automatizados diciendo que están revisando. Tuve que llamar yo mismo al transportista…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/114056495553378674993/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkX8x4LQdPcCbPQnYN6_TrGwiIA-NU8AZ_s9ez-Nw=w36-h36-p-c0x00000000-rp-mo-br100","Hiarlen Carnellósi","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) La pelota antiestrés empezó a soltar la red, tuve que atarlo 3 veces. En 3 dias con mi hijo jugando se revienta. Producto de baja calidad.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/114627681357570272738/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCk5pzz4QTgaMWem0UmX4mHc2GmhVLx0vr2cORjxXg=w36-h36-p-c0x00000000-rp-mo-br100","SILVIO BEZERRA","Local Guide","1 reseña","Hace un año","Nueva","(Traducción de Google) Debería haber mirado mejor las reseñas ya que no responden adecuadamente antes de comprar.
Las fechas de entrega no cumplen con lo descrito en la compra, luego dicen que…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/110341312847273927218/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkJamOFEdVfrajE_Wa7S6URLWhlPJJIooKctDzS=w36-h36-p-c0x00000000-rp-mo-ba4-br100","lara Lany","Local Guide","· 72 reseñas","Hace un año","Nueva","(Traducción de Google) Horrible, no se lo recomiendo a nadie, estén atentos a esta empresa, vayan al anuncio aquí para buscar al respecto. Compré un producto hace más de 1 mes y hasta el día de hoy no me lo han entregado y ahora hasta…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/104554356361124086663/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnxQVXmeUWSN5W271nve7-0pBQFZiRtxaSJfkBx4IE=w36-h36-p-c0x00000000-rp-mo-br100","EKKOA","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) Negligencia al servicio del Mercado Libre. Pedí una actualización sobre la entrega y simplemente la cancelaron. Me dijeron que volviera a comprar. Ahora es más caro. No es por los 15 reales... sino por la forma en el…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/107879357795725278472/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmTZUYaWpguV8LLMGv3z1H6aiJ-lwD1jDTKzrH44Q=w36-h36-p-c0x00000000-rp-mo-br100","Jacilene Melo","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) El producto vino con pañales. Siempre compro CPR a través de empresas estadounidenses y apareció esta empresa. Pero me equivoqué con el producto. Como sé por ser cliente y usar CPR sensible, CPR 1 vino con champú y…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/111922154001858749503/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmqME79OPJZohoNQGvq6WAmRgoG1fPBYp2zeqjtXdM=w36-h36-p-c0x00000000-rp-mo-br100","Julia Antunes","Local Guide","3 reseñas","Hace un año","Nueva","(Traducción de Google) Por lo general, no me importa que los productos se entreguen tarde, pero algo me molestó mucho. Les pedí amablemente que cambiaran mi nombre en la factura equivocada y no quisieron hacerlo. El CPF de la persona que…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/113943102597559610339/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6DL3TnI2bv5a5-ixAmEJpe4iRc8xPdKd-Yf5zl=w36-h36-p-c0x00000000-rp-mo-br100","Mara","Local Guide","4 reseñas","Hace un año","Nueva","(Traducción de Google) Pésimo, entregaron el producto equivocado y hasta ahora no he podido hablar con ellos, devolví el producto equivocado, no recibí el producto correcto ni me devolvieron el dinero, no hay canal de comunicación.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/106629153240210883974/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WClbD0DrzMsoUbSl28uwyHUQPTr0G5b6475QxwPtGg=w36-h36-p-c0x00000000-rp-mo-ba3-br100","dermenci machado","Local Guide","· 71 reseñas","Hace un año","Nueva","(Traducción de Google) El producto no llego de acuerdo a la foto, y despues de hacer la denuncia no obtuve respuesta de la empresa solo de mercado libre, entonces para mi la empresa no deberia estar vendiendo en la plataforma ya que mercado…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/112112438234075153042/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmrgv4I19tVBsMRgHOLKdERp0SXMU4awOSVsTog=w36-h36-p-c0x00000000-rp-mo-br100","AVZE MEDIA","Local Guide","2 reseñas","Hace un año","Nueva","(Traducción de Google) Servicio insuficiente porque la empresa deja al cliente en espera por un largo tiempo, y cuando llega la fecha prevista para la entrega, la empresa cancela la venta alegando que no es posible enviar el producto. (12…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/113551747475231468825/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6FKIcO4A6zzXFPtY3VA0NaHNrT4IdEN5PWkZ8Q=w36-h36-p-c0x00000000-rp-mo-br100","Solange Zacarias","Local Guide","124 reseñas","Hace un año","Nueva","(Traducción de Google) Pagué la entrega el 22 de diciembre, me informaron que me la entregarían el 23 de diciembre, el 24 de diciembre me informaron que ya habían entregado en la mañana, sin embargo, la entrega solo se realizó a las 10: 52.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/106540110848447525092/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCk1kq2t1UnGsRnMV39qAvXovYRUzv54K35GqXg3Tw=w36-h36-p-c0x00000000-rp-mo-ba3-br100","William Junji Rifarachi","Local Guide","· 25 reseñas","Hace un año","Nueva","(Traducción de Google) Compré en la web de la puntuación, pago aprobado a 12 días y ni siquiera empezaron a separar el producto para la entrega. No proporcionan código de seguimiento ni nada. Pagas y tienes que rezar para llegar allí. El…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
